Text,Speaker,Episode,Season,Show
 Eric Aasen,With Minor Adjustments by,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 Hey.,CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 So how was Joan?,MONICA,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 I broke up with her.,CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 I broke up with her.,CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" They were huge. When she sneezed, bats flew out of them.",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Come on, they were not that huge.",RACHEL,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" I'm tellin' you, she leaned back, I could see her brain.",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Hold it hold it. I gotta side with Chandler on this one. When I first moved to the city, I went out a couple of times with this girl, really hot, great kisser, but she had the biggest Adam's apple. It made me nuts.",JOEY,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 You or me?,CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" You guys are messin' with me, right?",JOEY,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 Yeah.,ALL,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 You name one woman that you broke up with for a real reason.,PHOEBE,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 Maureen Rosilla.,CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" All right, bye-bye.",RACHEL,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Ok, Janice. Janice. You gotta give me Janice. That wasn't about being picky.",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Ok, it's very faint, but I can still sense him in the building. Go into the light, Mr. Heckles!",PHOEBE,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Ok, Phoebe.",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
(knock),,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Uh-Oh. It's Isaac Newton, and he's pissed.",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 Have you ever seen so much crap?,RACHEL,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Actually, I think this apartment sullies the good name of crap",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Huh. So now, the real question is, who put those fossils there, and why?",PHOEBE,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Hey, look at this. ""My Big Book of Grievances.""",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Hey, there's me! April 17th. Excessive noise. Italian guy comes homes with a date. Hey Chandler, look, you're in here too.",JOEY,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" April 18th, excessive noise. Italian guy's gay roommate comes home with the dry-cleaning. Well that's excellent.",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Check it out, check it out. Heckles' high school yearbook.",JOEY,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Wow, he looks so normal.",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" ""Heckles, you crack me up in science class. You're the funniest kid in school.",JOEY,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 Funniest? Heckles?,CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 That's what it says.,JOEY,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Wow, Heckles was voted class clown, and so was I. He was right. Would you listen to that?",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 I'd call that excessive.,PHOEBE,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 Whoa!,CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 What?,JOEY,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Heckles played clarinet in band, and I played clarinet. And he was in the scale modeler's club, and I was, well, there was no club, but I sure thought they were cool.",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" So, you were both dorks. Big deal.",JOEY,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" I just think it's weird, you know? Heckles and me, Heckles, and me, me and Heckles...Would you knock it off?",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 Have you been here all night?,JOEY,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Look at this. Pictures of all the women that Heckles went out with. Look what he wrote on them. Vivian, too tall. Madge, big gums. Too loud, too smart, makes noise when she eats. This is, this is me. This is what I do. I'm gonna end up alone, just like he did.",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Chandler, Heckles was a nut case.",JOEY,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Our trains are on the same track, ok? Yeah, sure, I'm coming up 30 years behind him, but the stops are all the same. Bitter Town. Aloneville. Hermit Junction.",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" All right, you know what we gotta do? We gotta get you outta here. Come on, I'll buy you breakfast, let's go.",JOEY,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" What if I never find someone? Or worse, what if I've found her, but I dumped her because she pronounced it ""supposably""?",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Chandler, come on, you're gonna find somebody.",JOEY,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 How do you know that? How?,CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" I don't know, I'm just tryin' to help you out.",JOEY,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" You'll see, you guys are all gonna go off and get married, and I'm gonna end up alone. Will you promise me something? When you're married, will you invite me over for holidays?",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Well, I don't know. I don't know what we're gonna be doin'. I mean, what if we're at her folks' place?",JOEY,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Yeah, I understand.",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" You can come over and watch the Super Bowl. Every year, all right?",JOEY,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 You know what? I'm not gonna end up like this. I'll see you man.,CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 Supposably. Supposably. Did they go to the zoo? Supposably.,JOEY,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" (on phone) Hi, it's me.",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 Janice? You called Janice?,PHOEBE,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Yes, Janice. Why is that so difficult for you to comprehend?",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" You remember Janice, right?",ROSS,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Yes. She was smart, she was pretty, and she honestly cared about me. Janice is my last chance to have somebody.",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 Helloo!!,JANICE,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Oh, my, god!",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Hey, it's everybody.",JANICE,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Janice, you're--",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Yes, I am.",JANICE,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 Is it--?,CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Is it yours? Ha! You wish, Chandler Bing. You are looking at a married lady now.",JANICE,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 Congratulations.,CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Oh, sweetie, I'm sorry.",JANICE,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 You couldn't have told me about this on the phone?,CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 Hey Chandler. Monica just broke my seashell lamp.,RACHEL,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 Neat. I'm gonna die alone.,CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Chandler, you're not gonna die alone.",MONICA,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Janice was my safety net, ok? And now I have to get a snake.",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 Uh huh. Why is that?,PHOEBE,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" If I'm gonna be an old, lonely man, I'm gonna need a thing, you know, a hook, like that guy on the subway who eats his own face. So I figure I'll be Crazy Man with a Snake, y=know. Crazy Snake Man. And I'll get more snakes, call them my babies, kids will walk past my place, they will run. ""Run away from Crazy Snake Man,"" they'll shout!",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 You have got to get over this. You're not gonna end up alone.,MONICA,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Of course I am. I reject anyone who's crazy enough to actually go out with me, and then I bitch about the fact that there aren't any great women out there.",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Wait a minute, wait a minute. Yes he is. You are totally different.",MONICA,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 In a bad way?,CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 You are ready to make a commitment!,RACHEL,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 Whoa! Don't know about that.,CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 That's fine.,MONICA,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Hey. Well, you will all be pleased to know that I have a date tomorrow night. This woman, Alison, from work. She's great. She's pretty, she's smart. And uh, I've been holding off on asking her out in the past, because she has an unusually large head. But, I'm not gonna let that stuff hang me up anymore. Look at me. I'm growing.",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Hey, uh, you can't recycle yearbooks, can you?",JOEY,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 I'll take that.,CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 You want his yearbook?,JOEY,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Yeah, yeah. Some people said some nice things about him. I think somebody should have it.",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 It's really not that big!,RACHEL,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Takin' that with you, huh?",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
 You comin'?,ROSS,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Yeah, jus' second. Good-bye Mr. Heckles. We'll try to keep it down.",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Oh, my major was totally useless. I mean, how often do you look in the classifieds and see ""Philosopher wanted""?",ALISON,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Sure. (My god, that's a big head! It didn't look this big in the office. Maybe it's the lighting. My head must look like a golf ball at work. All right, don't get hung up on it, quick, quick, list five things you like about her: Nice smile, good dresser...Big head, big head, big head!)",CHANDLER,Episode-03-The One Where Mr. Heckles Dies,Season-02,Friends
" Please, when he left town you stayed in your pajamas for a month and I saw you eat a cheeseburger.",MONICA,Episode-04-The One With Phoebe's Husband,Season-02,Friends
 Huuh.,ALL,Episode-04-The One With Phoebe's Husband,Season-02,Friends
" Wait a minute, who told you? [turns to Chandler who's looking sheepish] You are dead meat.",MONICA,Episode-04-The One With Phoebe's Husband,Season-02,Friends
 I didn't know it was a big secret.,CHANDLER,Episode-04-The One With Phoebe's Husband,Season-02,Friends
 You have a third nipple?,PHOEBE,Episode-04-The One With Phoebe's Husband,Season-02,Friends
 You bitch.,CHANDLER,Episode-04-The One With Phoebe's Husband,Season-02,Friends
" Whip it out, whip it out.",ROSS,Episode-04-The One With Phoebe's Husband,Season-02,Friends
" C'mon, there's nothin' to see, it's just a tiny bump, it's totally useless.",CHANDLER,Episode-04-The One With Phoebe's Husband,Season-02,Friends
" I don't know, you see somethin', you hear a word, I thought that's what it was. Let me see it again.",JOEY,Episode-04-The One With Phoebe's Husband,Season-02,Friends
" Yeah, show it. Show it. The nubbin, the nubbin, the nubbin.",ALL,Episode-04-The One With Phoebe's Husband,Season-02,Friends
" Yeah, show it. Show it. The nubbin, the nubbin, the nubbin.",ALL,Episode-04-The One With Phoebe's Husband,Season-02,Friends
 Joey was in a porno movie.,CHANDLER,Episode-04-The One With Phoebe's Husband,Season-02,Friends
 Joey was in a porno movie.,CHANDLER,Episode-04-The One With Phoebe's Husband,Season-02,Friends
 Huuh.,ALL,Episode-04-The One With Phoebe's Husband,Season-02,Friends
 Huuh.,ALL,Episode-04-The One With Phoebe's Husband,Season-02,Friends
" If I'm goin' down, I'm takin' everybody with me.",CHANDLER,Episode-04-The One With Phoebe's Husband,Season-02,Friends
" So, uh, does it do anything, you know, special?",ROSS,Episode-04-The One With Phoebe's Husband,Season-02,Friends
